,season_type,id,year,week,neutral_site,home_team,home_conference,home_points,home_elo,away_team,away_conference,away_points,away_elo,spread,margin,home_win,home_rank,away_rank
299,regular,400869455,2016,5,False,Florida State,ACC,35,1725.0,North Carolina,ACC,37,1773.0,-12.0,2,0,12,0
300,regular,400869664,2016,5,False,Michigan,Big Ten,14,1955.0,Wisconsin,Big Ten,7,1836.0,-10.0,-7,1,4,8
301,regular,400868961,2016,5,False,Massachusetts,FBS Independents,24,1256.0,Tulane,American Athletic,31,1226.0,2.5,7,0,0,0
302,regular,400869012,2016,5,False,Auburn,SEC,58,1705.0,UL Monroe,Sun Belt,7,1110.0,-34.0,-51,1,0,0
303,regular,400869206,2016,5,False,Air Force,Mountain West,28,1598.0,Navy,American Athletic,14,1637.0,-10.5,-14,1,0,0
304,regular,400869293,2016,5,False,Kent State,Mid-American,27,1139.0,Akron,Mid-American,31,1412.0,5.0,4,0,0,0
305,regular,400869297,2016,5,False,Ball State,Mid-American,24,1280.0,Northern Illinois,Mid-American,31,1375.0,-1.0,7,0,0,0
306,regular,400869456,2016,5,False,NC State,ACC,33,1601.0,Wake Forest,ACC,16,1423.0,-9.0,-17,1,0,0
307,regular,400869606,2016,5,False,West Virginia,Big 12,17,1697.0,Kansas State,Big 12,16,1664.0,-5.5,-1,1,0,0
308,regular,400869663,2016,5,False,Maryland,Big Ten,50,1444.0,Purdue,Big Ten,7,1314.0,-9.0,-43,1,0,0
309,regular,400869666,2016,5,False,Penn State,Big Ten,29,1502.0,Minnesota,Big Ten,26,1553.0,-4.0,-3,1,0,0
310,regular,400869016,2016,5,False,South Carolina,SEC,13,1522.0,Texas A&M,SEC,24,1739.0,14.0,11,0,0,9
311,regular,400869209,2016,5,False,New Mexico,Mountain West,48,1367.0,San José State,Mountain West,41,1195.0,-4.5,-7,1,0,0
312,regular,400869819,2016,5,False,Idaho,Sun Belt,13,1080.0,Troy,Sun Belt,34,1510.0,13.5,21,0,0,0
313,regular,400869128,2016,5,False,California,Pac-12,28,1576.0,Utah,Pac-12,23,1681.0,-2.0,-5,1,0,18
314,regular,400869370,2016,5,False,Charlotte,Conference USA,17,973.0,Old Dominion,Conference USA,52,1218.0,7.5,35,0,0,0
315,regular,400869010,2016,5,False,Alabama,SEC,34,2125.0,Kentucky,SEC,6,1419.0,-32.5,-28,1,1,0
316,regular,400869375,2016,5,False,Southern Miss,Conference USA,44,1612.0,Rice,Conference USA,28,1176.0,-21.0,-16,1,0,0
317,regular,400869529,2016,5,False,Cincinnati,American Athletic,20,1472.0,South Florida,American Athletic,45,1662.0,6.0,25,0,0,0
318,regular,400869374,2016,5,False,North Texas,Conference USA,13,1145.0,Middle Tennessee,Conference USA,30,1499.0,16.0,17,0,0,0
319,regular,400869372,2016,5,False,Louisiana Tech,Conference USA,28,1568.0,UTEP,Conference USA,7,1038.0,-21.0,-21,1,0,0
320,regular,400869371,2016,5,False,Florida International,Conference USA,33,1059.0,Florida Atlantic,Conference USA,31,1160.0,5.0,-2,1,0,0
321,regular,400869298,2016,5,False,Central Michigan,Mid-American,10,1491.0,Western Michigan,Mid-American,49,1669.0,4.0,39,0,0,0
322,regular,400869373,2016,5,False,Pittsburgh,ACC,43,1553.0,Marshall,Conference USA,27,1486.0,-14.0,-16,1,0,0
323,regular,400869014,2016,5,False,LSU,SEC,42,1703.0,Missouri,SEC,7,1589.0,-14.0,-35,1,0,0
325,regular,400869661,2016,5,False,Indiana,Big Ten,24,1506.0,Michigan State,Big Ten,21,1688.0,8.0,-3,1,0,17
326,regular,400869820,2016,5,False,New Mexico State,Sun Belt,37,995.0,Louisiana,Sun Belt,31,1257.0,8.0,-6,1,0,0
327,regular,400869212,2016,5,False,South Alabama,Sun Belt,42,1260.0,San Diego State,Mountain West,24,1706.0,17.5,-18,1,0,19
328,regular,400869453,2016,5,False,Clemson,ACC,42,1874.0,Louisville,ACC,36,1950.0,-3.5,-6,1,5,3
329,regular,400869126,2016,5,False,USC,Pac-12,41,1662.0,Arizona State,Pac-12,20,1629.0,-8.0,-21,1,0,0
330,regular,400869129,2016,5,False,Washington State,Pac-12,51,1648.0,Oregon,Pac-12,33,1696.0,1.0,-18,1,0,0
331,regular,400869208,2016,5,False,Colorado State,Mountain West,17,1345.0,Wyoming,Mountain West,38,1215.0,-5.5,21,0,0,0
332,regular,400869207,2016,5,False,Boise State,Mountain West,21,1760.0,Utah State,Mountain West,10,1453.0,-19.5,-11,1,24,0
333,regular,400869125,2016,5,False,UCLA,Pac-12,45,1652.0,Arizona,Pac-12,24,1514.0,3.0,-21,1,0,0
334,regular,400869210,2016,5,False,UNLV,Mountain West,45,1212.0,Fresno State,Mountain West,20,1154.0,-11.5,-25,1,0,0
335,regular,400869822,2016,6,False,Arkansas State,Sun Belt,27,1367.0,Georgia Southern,Sun Belt,26,1552.0,5.5,-1,1,0,0
336,regular,400869379,2016,6,False,Louisiana Tech,Conference USA,55,1568.0,Western Kentucky,Conference USA,52,1695.0,-1.0,-3,1,0,0
337,regular,400869531,2016,6,False,Memphis,American Athletic,34,1814.0,Temple,American Athletic,27,1565.0,-6.5,-7,1,0,0
338,regular,400869457,2016,6,False,Boston College,ACC,10,1445.0,Clemson,ACC,56,1885.0,17.0,46,0,0,3
339,regular,400868962,2016,6,False,Old Dominion,Conference USA,36,1287.0,Massachusetts,FBS Independents,16,1240.0,-7.0,-20,1,0,0
340,regular,400869533,2016,6,False,Tulsa,American Athletic,43,1423.0,SMU,American Athletic,40,1210.0,-11.0,-3,1,0,0
341,regular,400869214,2016,6,False,New Mexico,Mountain West,21,1367.0,Boise State,Mountain West,49,1758.0,16.5,28,0,0,19
342,regular,400869534,2016,6,False,UConn,American Athletic,20,1374.0,Cincinnati,American Athletic,9,1427.0,2.5,-11,1,0,0
343,regular,400869381,2016,6,False,UTSA,Conference USA,55,1217.0,Southern Miss,Conference USA,32,1609.0,14.5,-23,1,0,0
344,regular,400869535,2016,6,False,South Florida,American Athletic,38,1707.0,East Carolina,American Athletic,22,1383.0,-20.0,-16,1,0,0
345,regular,400869669,2016,6,False,Penn State,Big Ten,38,1504.0,Maryland,Big Ten,14,1553.0,-3.0,-24,1,0,0
346,regular,400869668,2016,6,False,Minnesota,Big Ten,7,1551.0,Iowa,Big Ten,14,1689.0,1.5,7,0,0,0
347,regular,400869599,2016,6,False,Kansas,Big 12,23,1022.0,TCU,Big 12,24,1810.0,29.5,1,0,0,0
348,regular,400869615,2016,6,True,Oklahoma,Big 12,45,1868.0,Texas,Big 12,40,1538.0,-6.5,-5,1,20,0
349,regular,400868951,2016,6,False,NC State,ACC,10,1622.0,Notre Dame,FBS Independents,3,1696.0,2.5,-7,1,0,0
350,regular,400869021,2016,6,False,Mississippi State,SEC,14,1698.0,Auburn,SEC,38,1779.0,-1.5,24,0,0,0
351,regular,400869458,2016,6,False,Pittsburgh,ACC,37,1581.0,Georgia Tech,ACC,34,1598.0,-8.0,-3,1,0,0
352,regular,400869300,2016,6,False,Ohio,Mid-American,30,1403.0,Bowling Green,Mid-American,24,1175.0,-15.5,-6,1,0,0
353,regular,400869304,2016,6,False,Eastern Michigan,Mid-American,20,1117.0,Toledo,Mid-American,35,1726.0,17.5,15,0,0,0
354,regular,400869302,2016,6,False,Akron,Mid-American,35,1402.0,Miami (OH),Mid-American,13,1206.0,-7.5,-22,1,0,0
355,regular,400869536,2016,6,False,Navy,American Athletic,46,1605.0,Houston,American Athletic,40,1951.0,17.0,-6,1,0,6
356,regular,400868914,2016,6,False,Duke,ACC,13,1453.0,Army,FBS Independents,6,1529.0,-6.0,-7,1,0,0
357,regular,400869643,2016,6,False,Ohio State,Big Ten,38,2233.0,Indiana,Big Ten,17,1509.0,-32.0,-21,1,2,0
358,regular,400869023,2016,6,False,Texas A&M,SEC,45,1744.0,Tennessee,SEC,38,1787.0,-6.5,-7,1,8,9
359,regular,400869459,2016,6,False,North Carolina,ACC,3,1773.0,Virginia Tech,ACC,34,1805.0,-5.5,31,0,17,25
360,regular,400869823,2016,6,False,Georgia State,Sun Belt,41,1292.0,Texas State,Sun Belt,21,1055.0,-8.5,-20,1,0,0
361,regular,400869667,2016,6,False,Illinois,Big Ten,31,1374.0,Purdue,Big Ten,34,1205.0,-9.0,3,0,0,0
362,regular,400869590,2016,6,False,Oklahoma State,Big 12,38,1660.0,Iowa State,Big 12,31,1446.0,-16.5,-7,1,0,0
363,regular,400869301,2016,6,False,Buffalo,Mid-American,20,1208.0,Kent State,Mid-American,44,1149.0,-2.0,24,0,0,0
364,regular,400869299,2016,6,False,Central Michigan,Mid-American,24,1399.0,Ball State,Mid-American,21,1274.0,-13.5,-3,1,0,0
365,regular,400869213,2016,6,False,Wyoming,Mountain West,35,1284.0,Air Force,Mountain West,26,1630.0,13.5,-9,1,0,0
366,regular,400868927,2016,6,False,Michigan State,Big Ten,14,1685.0,BYU,FBS Independents,31,1614.0,-5.0,17,0,0,0
367,regular,400869020,2016,6,False,Kentucky,SEC,20,1420.0,Vanderbilt,SEC,13,1425.0,-2.0,-7,1,0,0
368,regular,400869132,2016,6,False,USC,Pac-12,21,1708.0,Colorado,Pac-12,17,1627.0,-4.0,-4,1,0,21
369,regular,400869217,2016,6,False,San José State,Mountain West,17,1195.0,Hawai'i,Mountain West,34,1119.0,-3.5,17,0,0,0
370,regular,400869303,2016,6,False,Western Michigan,Mid-American,45,1761.0,Northern Illinois,Mid-American,30,1381.0,-19.0,-15,1,0,0
371,regular,400869460,2016,6,False,Wake Forest,ACC,28,1402.0,Syracuse,ACC,9,1345.0,-3.0,-19,1,0,0
372,regular,400869607,2016,6,False,Kansas State,Big 12,44,1664.0,Texas Tech,Big 12,38,1580.0,-9.0,-6,1,0,0
373,regular,400869824,2016,6,False,UL Monroe,Sun Belt,31,1036.0,Idaho,Sun Belt,34,1071.0,-3.0,3,0,0,0
374,regular,400869216,2016,6,False,Nevada,Mountain West,27,1312.0,Fresno State,Mountain West,22,1098.0,-11.5,-5,1,0,0
375,regular,400869380,2016,6,False,North Texas,Conference USA,38,1139.0,Marshall,Conference USA,21,1458.0,11.0,-17,1,0,0
376,regular,400869636,2016,6,False,Rutgers,Big Ten,0,1286.0,Michigan,Big Ten,78,1958.0,26.5,78,0,0,4
377,regular,400869018,2016,6,False,Arkansas,SEC,30,1717.0,Alabama,SEC,49,2124.0,13.0,19,0,16,1
378,regular,400869133,2016,6,False,Oregon,Pac-12,21,1651.0,Washington,Pac-12,70,1957.0,6.5,49,0,0,5
379,regular,400869722,2016,6,False,Miami,ACC,19,1694.0,Florida State,ACC,20,1725.0,-1.5,1,0,10,23
380,regular,400869378,2016,6,False,UTEP,Conference USA,21,1038.0,Florida International,Conference USA,35,1061.0,-2.5,14,0,0,0
381,regular,400869134,2016,6,False,Oregon State,Pac-12,47,1197.0,California,Pac-12,44,1585.0,10.0,-3,1,0,0
382,regular,400869130,2016,6,False,Utah,Pac-12,36,1672.0,Arizona,Pac-12,23,1478.0,-9.0,-13,1,24,0
383,regular,400869215,2016,6,False,Colorado State,Mountain West,31,1276.0,Utah State,Mountain West,24,1455.0,6.0,-7,1,0,0
384,regular,400869218,2016,6,False,San Diego State,Mountain West,26,1616.0,UNLV,Mountain West,7,1268.0,-17.5,-19,1,0,0
385,regular,400869131,2016,6,False,Arizona State,Pac-12,23,1583.0,UCLA,Pac-12,20,1688.0,4.5,-3,1,0,0
386,regular,400869135,2016,6,False,Stanford,Pac-12,16,1754.0,Washington State,Pac-12,42,1693.0,-12.5,26,0,15,0
387,regular,400869377,2016,6,False,Florida Atlantic,Conference USA,23,1158.0,Charlotte,Conference USA,28,904.0,-15.0,5,0,0,0
388,regular,400869022,2016,6,False,South Carolina,SEC,14,1517.0,Georgia,SEC,28,1637.0,8.5,14,0,0,0
389,regular,400869825,2016,7,False,Louisiana,Sun Belt,0,1236.0,App State,Sun Belt,24,1520.0,10.5,24,0,0,0
390,regular,400869461,2016,7,False,Louisville,ACC,24,1939.0,Duke,ACC,14,1467.0,-27.5,-10,1,7,0
391,regular,400869538,2016,7,False,Tulane,American Athletic,14,1242.0,Memphis,American Athletic,24,1810.0,10.5,10,0,0,0
392,regular,400869221,2016,7,False,Fresno State,Mountain West,3,1101.0,San Diego State,Mountain West,17,1627.0,17.5,14,0,0,0
393,regular,400868928,2016,7,False,BYU,FBS Independents,28,1663.0,Mississippi State,SEC,21,1644.0,-4.0,-7,1,0,0
394,regular,400869462,2016,7,False,Clemson,ACC,24,1965.0,NC State,ACC,17,1636.0,-17.0,-7,1,3,0
395,regular,400869608,2016,7,False,Oklahoma,Big 12,38,1860.0,Kansas State,Big 12,17,1667.0,-13.0,-21,1,19,0
396,regular,400869627,2016,7,False,Texas Tech,Big 12,17,1577.0,West Virginia,Big 12,48,1697.0,-1.0,31,0,0,20
398,regular,400869026,2016,7,False,Georgia,SEC,16,1657.0,Vanderbilt,SEC,17,1415.0,-14.5,1,0,0,0
399,regular,400869637,2016,7,False,Rutgers,Big Ten,7,1132.0,Illinois,Big Ten,24,1359.0,6.0,17,0,0,0
400,regular,400869671,2016,7,False,Maryland,Big Ten,10,1488.0,Minnesota,Big Ten,31,1548.0,-3.0,21,0,0,0
401,regular,400869673,2016,7,False,Purdue,Big Ten,35,1220.0,Iowa,Big Ten,49,1692.0,13.0,14,0,0,0
402,regular,400869465,2016,7,False,Virginia,ACC,31,1511.0,Pittsburgh,ACC,45,1582.0,5.0,14,0,0,0
403,regular,400869464,2016,7,False,Georgia Tech,ACC,35,1597.0,Georgia Southern,Sun Belt,24,1546.0,-8.0,-11,1,0,0
404,regular,400869308,2016,7,False,Ohio,Mid-American,20,1399.0,Eastern Michigan,Mid-American,27,1136.0,-10.0,7,0,0,0
405,regular,400869384,2016,7,False,Middle Tennessee,Conference USA,43,1505.0,Western Kentucky,Conference USA,44,1692.0,-2.5,1,0,0,0
406,regular,400869723,2016,7,False,Miami,ACC,13,1694.0,North Carolina,ACC,20,1689.0,-7.0,7,0,16,0
407,regular,400869028,2016,7,False,Tennessee,SEC,10,1775.0,Alabama,SEC,49,2130.0,9.0,39,0,9,1
408,regular,400869463,2016,7,False,Florida State,ACC,17,1725.0,Wake Forest,ACC,6,1440.0,-25.5,-11,1,14,0
409,regular,400868880,2016,7,False,Baylor,Big 12,49,1825.0,Kansas,Big 12,7,1053.0,-35.0,-42,1,11,0
410,regular,400869670,2016,7,False,Indiana,Big Ten,22,1525.0,Nebraska,Big Ten,27,1730.0,6.0,5,0,0,10
411,regular,400869310,2016,7,False,Akron,Mid-American,0,1435.0,Western Michigan,Mid-American,41,1761.0,10.5,41,0,0,24
412,regular,400869307,2016,7,False,Northern Illinois,Mid-American,28,1381.0,Central Michigan,Mid-American,34,1398.0,4.0,6,0,0,0
413,regular,400869672,2016,7,False,Michigan State,Big Ten,40,1636.0,Northwestern,Big Ten,54,1520.0,-6.5,14,0,0,0
414,regular,400869305,2016,7,False,Buffalo,Mid-American,21,1137.0,Ball State,Mid-American,31,1275.0,9.0,10,0,0,0
415,regular,400869827,2016,7,False,Troy,Sun Belt,31,1519.0,Georgia State,Sun Belt,21,1315.0,-16.5,-10,1,0,0
416,regular,400868963,2016,7,False,Massachusetts,FBS Independents,28,1198.0,Louisiana Tech,Conference USA,56,1571.0,16.0,28,0,0,0
417,regular,400869219,2016,7,True,Air Force,Mountain West,40,1590.0,New Mexico,Mountain West,45,1336.0,-15.0,5,0,0,0
418,regular,400869136,2016,7,False,Arizona,Pac-12,14,1468.0,USC,Pac-12,48,1709.0,7.0,34,0,0,0
419,regular,400869306,2016,7,False,Toledo,Mid-American,42,1707.0,Bowling Green,Mid-American,35,1179.0,-24.0,-7,1,0,0
420,regular,400869466,2016,7,False,Syracuse,ACC,31,1307.0,Virginia Tech,ACC,17,1889.0,17.0,-14,1,0,17
421,regular,400869139,2016,7,False,Oregon State,Pac-12,14,1204.0,Utah,Pac-12,19,1682.0,13.0,5,0,0,21
422,regular,400869025,2016,7,False,Florida,SEC,40,1719.0,Missouri,SEC,14,1506.0,-13.0,-26,1,18,0
423,regular,400869828,2016,7,False,Idaho,Sun Belt,55,1073.0,New Mexico State,Sun Belt,23,1016.0,-3.0,-32,1,0,0
424,regular,400869540,2016,7,False,South Florida,American Athletic,42,1713.0,UConn,American Athletic,27,1398.0,-17.0,-15,1,0,0
425,regular,400869385,2016,7,False,Rice,Conference USA,13,1179.0,UTSA,Conference USA,14,1322.0,-1.5,1,0,0,0
426,regular,400869829,2016,7,False,UL Monroe,Sun Belt,40,1034.0,Texas State,Sun Belt,34,1032.0,-4.5,-6,1,0,0
427,regular,400869591,2016,7,False,Texas,Big 12,27,1546.0,Iowa State,Big 12,6,1448.0,-13.5,-21,1,0,0
428,regular,400869383,2016,7,False,Marshall,Conference USA,27,1387.0,Florida Atlantic,Conference USA,21,1130.0,-12.0,-6,1,0,0
429,regular,400869826,2016,7,False,Arkansas State,Sun Belt,17,1373.0,South Alabama,Sun Belt,7,1350.0,-6.0,-10,1,0,0
430,regular,400869541,2016,7,False,Houston,American Athletic,38,1925.0,Tulsa,American Athletic,31,1421.0,-23.5,-7,1,13,0
431,regular,400869024,2016,7,False,Arkansas,SEC,34,1711.0,Ole Miss,SEC,30,1900.0,6.5,-4,1,22,12
432,regular,400869539,2016,7,False,UCF,American Athletic,25,1352.0,Temple,American Athletic,26,1569.0,-1.0,1,0,0,0
433,regular,400869027,2016,7,False,LSU,SEC,45,1786.0,Southern Miss,Conference USA,10,1504.0,-21.0,-35,1,0,0
434,regular,400869137,2016,7,False,Colorado,Pac-12,40,1626.0,Arizona State,Pac-12,16,1585.0,-8.0,-24,1,0,0
435,regular,400869644,2016,7,False,Wisconsin,Big Ten,23,1833.0,Ohio State,Big Ten,30,2217.0,9.5,7,0,8,2
436,regular,400869220,2016,7,False,Boise State,Mountain West,28,1789.0,Colorado State,Mountain West,23,1296.0,-25.5,-5,1,15,0
437,regular,400869138,2016,7,False,Washington State,Pac-12,27,1771.0,UCLA,Pac-12,21,1686.0,-2.0,-6,1,0,0
438,regular,400869223,2016,7,False,San José State,Mountain West,14,1146.0,Nevada,Mountain West,10,1309.0,-5.0,-4,1,0,0
439,regular,400869467,2016,8,False,Virginia Tech,ACC,37,1801.0,Miami,ACC,16,1680.0,-4.5,-21,1,0,0
440,regular,400869830,2016,8,False,South Alabama,Sun Belt,21,1335.0,Troy,Sun Belt,28,1522.0,9.0,7,0,0,0
441,regular,400869224,2016,8,False,Boise State,Mountain West,28,1776.0,BYU,FBS Independents,27,1671.0,-9.5,-1,1,14,0
442,regular,400869542,2016,8,False,Temple,American Athletic,46,1560.0,South Florida,American Athletic,30,1718.0,6.0,-16,1,0,0
443,regular,400869140,2016,8,False,California,Pac-12,52,1578.0,Oregon,Pac-12,49,1543.0,-3.0,-3,1,0,0
444,regular,400869230,2016,8,False,San Diego State,Mountain West,42,1613.0,San José State,Mountain West,3,1154.0,-22.5,-39,1,0,0
445,regular,400869674,2016,8,False,Iowa,Big Ten,9,1682.0,Wisconsin,Big Ten,17,1847.0,2.5,8,0,0,10
446,regular,400869678,2016,8,False,Northwestern,Big Ten,24,1564.0,Indiana,Big Ten,14,1530.0,-2.5,-10,1,0,0
447,regular,400869638,2016,8,False,Minnesota,Big Ten,34,1595.0,Rutgers,Big Ten,32,1114.0,-21.0,-2,1,0,0
448,regular,400869609,2016,8,False,Kansas State,Big 12,24,1637.0,Texas,Big 12,21,1586.0,-3.0,-3,1,0,0
449,regular,400869600,2016,8,False,Kansas,Big 12,20,1025.0,Oklahoma State,Big 12,44,1658.0,28.0,24,0,0,0
450,regular,400869543,2016,8,False,UConn,American Athletic,16,1393.0,UCF,American Athletic,24,1361.0,2.0,8,0,0,0
451,regular,400869316,2016,8,False,Bowling Green,Mid-American,26,1196.0,Miami (OH),Mid-American,40,1177.0,-3.5,14,0,0,0
452,regular,400869313,2016,8,False,Toledo,Mid-American,31,1690.0,Central Michigan,Mid-American,17,1408.0,-10.0,-14,1,0,0
453,regular,400868964,2016,8,False,South Carolina,SEC,34,1497.0,Massachusetts,FBS Independents,28,1165.0,-21.0,-6,1,0,0
454,regular,400868916,2016,8,False,Army,FBS Independents,18,1515.0,North Texas,Conference USA,35,1210.0,-17.5,17,0,0,0
455,regular,400869469,2016,8,False,Louisville,ACC,54,1925.0,NC State,ACC,13,1644.0,-20.0,-41,1,7,0
456,regular,400869468,2016,8,False,Boston College,ACC,20,1365.0,Syracuse,ACC,28,1395.0,-4.5,8,0,0,0
457,regular,400869315,2016,8,False,Kent State,Mid-American,10,1216.0,Ohio,Mid-American,14,1364.0,4.0,4,0,0,0
458,regular,400869225,2016,8,False,Air Force,Mountain West,27,1571.0,Hawai'i,Mountain West,34,1169.0,-17.5,7,0,0,0
459,regular,400869470,2016,8,False,Virginia,ACC,14,1486.0,North Carolina,ACC,35,1703.0,9.0,21,0,0,22
460,regular,400869143,2016,8,False,Stanford,Pac-12,5,1690.0,Colorado,Pac-12,10,1681.0,-3.5,5,0,0,0
461,regular,400869311,2016,8,False,Ball State,Mid-American,25,1284.0,Akron,Mid-American,35,1357.0,-2.0,10,0,0,0
462,regular,400869831,2016,8,False,App State,Sun Belt,37,1551.0,Idaho,Sun Belt,19,1153.0,-22.0,-18,1,0,0
463,regular,400869312,2016,8,False,Northern Illinois,Mid-American,44,1371.0,Buffalo,Mid-American,7,1128.0,-20.0,-37,1,0,0
465,regular,400869029,2016,8,False,Alabama,SEC,33,2198.0,Texas A&M,SEC,14,1756.0,-16.5,-19,1,1,6
466,regular,400869676,2016,8,False,Michigan,Big Ten,41,2112.0,Illinois,Big Ten,8,1377.0,-28.0,-33,1,3,0
467,regular,400869677,2016,8,False,Nebraska,Big Ten,27,1725.0,Purdue,Big Ten,14,1230.0,-23.5,-13,1,8,0
468,regular,400869628,2016,8,False,West Virginia,Big 12,34,1769.0,TCU,Big 12,10,1779.0,-5.0,-24,1,12,0
469,regular,400869314,2016,8,False,Western Michigan,Mid-American,45,1839.0,Eastern Michigan,Mid-American,31,1171.0,-23.5,-14,1,20,0
470,regular,400869546,2016,8,False,Navy,American Athletic,42,1631.0,Memphis,American Athletic,28,1787.0,2.0,-14,1,24,0
472,regular,400869547,2016,8,False,Tulsa,American Athletic,50,1437.0,Tulane,American Athletic,27,1265.0,-10.0,-23,1,0,0
473,regular,400869033,2016,8,False,Missouri,SEC,45,1464.0,Middle Tennessee,Conference USA,51,1512.0,-4.0,6,0,0,0
474,regular,400869142,2016,8,False,UCLA,Pac-12,45,1683.0,Utah,Pac-12,52,1660.0,-7.0,7,0,0,19
475,regular,400869386,2016,8,False,Marshall,Conference USA,24,1382.0,Charlotte,Conference USA,27,938.0,-17.0,3,0,0,0
476,regular,400869226,2016,8,False,UNLV,Mountain West,23,1256.0,Colorado State,Mountain West,42,1309.0,-1.5,19,0,0,0
477,regular,400869030,2016,8,False,Auburn,SEC,56,1833.0,Arkansas,SEC,3,1720.0,-17.0,-53,1,21,17
478,regular,400869144,2016,8,False,Washington,Pac-12,41,2065.0,Oregon State,Pac-12,17,1226.0,-31.5,-24,1,5,0
479,regular,400869545,2016,8,False,SMU,American Athletic,38,1212.0,Houston,American Athletic,16,1909.0,24.0,-22,1,0,11
480,regular,400869390,2016,8,False,UTSA,Conference USA,49,1317.0,UTEP,Conference USA,52,1008.0,-7.0,3,0,0,0
481,regular,400869544,2016,8,False,Cincinnati,American Athletic,31,1403.0,East Carolina,American Athletic,19,1377.0,-2.0,-12,1,0,0
482,regular,400869834,2016,8,False,Texas State,Sun Belt,3,1025.0,Louisiana,Sun Belt,27,1205.0,11.5,24,0,0,0
483,regular,400869388,2016,8,False,Western Kentucky,Conference USA,59,1685.0,Old Dominion,Conference USA,24,1329.0,-13.0,-35,1,0,0
484,regular,400869387,2016,8,False,Florida International,Conference USA,24,1085.0,Louisiana Tech,Conference USA,44,1604.0,16.0,20,0,0,0
485,regular,400869675,2016,8,False,Maryland,Big Ten,28,1441.0,Michigan State,Big Ten,17,1592.0,2.5,-11,1,0,0
487,regular,400869031,2016,8,False,Kentucky,SEC,40,1430.0,Mississippi State,SEC,38,1636.0,1.5,-2,1,0,0
488,regular,400869832,2016,8,False,New Mexico State,Sun Belt,19,936.0,Georgia Southern,Sun Belt,22,1530.0,14.0,3,0,0,0
489,regular,400869616,2016,8,False,Texas Tech,Big 12,59,1505.0,Oklahoma,Big 12,66,1890.0,13.0,7,0,0,16
490,regular,400869645,2016,8,False,Penn State,Big Ten,24,1569.0,Ohio State,Big Ten,21,2203.0,20.0,-3,1,0,2
491,regular,400869032,2016,8,False,LSU,SEC,38,1848.0,Ole Miss,SEC,21,1891.0,-4.5,-17,1,25,23
492,regular,400869227,2016,8,False,New Mexico,Mountain West,59,1355.0,UL Monroe,Sun Belt,17,1041.0,-14.5,-42,1,0,0
493,regular,400869141,2016,8,False,Arizona State,Pac-12,32,1530.0,Washington State,Pac-12,37,1774.0,6.5,5,0,0,0
494,regular,400869229,2016,8,False,Nevada,Mountain West,34,1301.0,Wyoming,Mountain West,42,1324.0,3.0,8,0,0,0
495,regular,400869228,2016,8,False,Utah State,Mountain West,38,1435.0,Fresno State,Mountain West,20,1115.0,-14.0,-18,1,0,0
496,regular,400869471,2016,9,False,Pittsburgh,ACC,36,1607.0,Virginia Tech,ACC,39,1838.0,4.0,3,0,0,25
497,regular,400869835,2016,9,False,Georgia Southern,Sun Belt,10,1503.0,App State,Sun Belt,34,1555.0,4.0,24,0,0,0
498,regular,400869318,2016,9,False,Toledo,Mid-American,26,1695.0,Ohio,Mid-American,31,1361.0,-17.5,5,0,0,0
499,regular,400869317,2016,9,False,Buffalo,Mid-American,41,1055.0,Akron,Mid-American,20,1371.0,14.5,-21,1,0,0
